table_name,column_name,data_type_left,__key,data_type_right,db2_type_raw,pg_type_raw,db2_type_norm,pg_type_norm,notes
periodo_calculo_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),periodo_calculo_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_calculo_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),periodo_calculo_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona_reexport,ccl_id_origen,VARGRAPHIC(24 codeunits16),periodo_calculo_persona_reexport||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona_reexport,ccl_id_person,VARGRAPHIC(24 codeunits16),periodo_calculo_persona_reexport||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona_reexport,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_calculo_persona_reexport||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_calculo_persona_reexport,std_or_hr_period,VARGRAPHIC(24 codeunits16),periodo_calculo_persona_reexport||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_consolidar_tarea,ccl_id_origen,VARGRAPHIC(24 codeunits16),periodo_consolidar_tarea||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_consolidar_tarea,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_consolidar_tarea||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),periodo_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_localizacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),periodo_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),periodo_localizacion_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),periodo_localizacion_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_localizacion_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_localizacion_persona,std_id_work_locat,VARGRAPHIC(24 codeunits16),periodo_localizacion_persona||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),periodo_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),periodo_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
periodo_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),periodo_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso,id_organization,VARGRAPHIC(24 codeunits16),proceso||id_organization,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso,id_proceso,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),proceso||id_proceso,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
proceso_ambito_empresa,ccl_id_origen,VARGRAPHIC(24 codeunits16),proceso_ambito_empresa||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_empresa,id_proceso_ambito_empresa,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),proceso_ambito_empresa||id_proceso_ambito_empresa,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
proceso_ambito_empresa,std_id_leg_ent,VARGRAPHIC(24 codeunits16),proceso_ambito_empresa||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),proceso_ambito_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_localizacion,id_proceso_ambito_localizacion,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),proceso_ambito_localizacion||id_proceso_ambito_localizacion,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
proceso_ambito_localizacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),proceso_ambito_localizacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),proceso_ambito_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_origen,ccl_id_origen,VARGRAPHIC(24 codeunits16),proceso_ambito_origen||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_origen,id_proceso_ambito_origen,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),proceso_ambito_origen||id_proceso_ambito_origen,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
proceso_ambito_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),proceso_ambito_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),proceso_ambito_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_persona,id_proceso_ambito_persona,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),proceso_ambito_persona||id_proceso_ambito_persona,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
proceso_ambito_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),proceso_ambito_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
proceso_ambito_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),proceso_ambito_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion,hora_programacion,TIME,programacion||hora_programacion,time without time zone,TIME,time without time zone,time,time without time zone,
programacion_ambito,id_organization,VARGRAPHIC(24 codeunits16),programacion_ambito||id_organization,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_empresa,std_id_leg_ent,VARGRAPHIC(24 codeunits16),programacion_ambito_empresa||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_localizacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),programacion_ambito_localizacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_localizacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),programacion_ambito_localizacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_localizacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),programacion_ambito_localizacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_origen,ccl_id_origen,VARGRAPHIC(24 codeunits16),programacion_ambito_origen||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_persona,ccl_id_origen,VARGRAPHIC(24 codeunits16),programacion_ambito_persona||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_persona,ccl_id_person,VARGRAPHIC(24 codeunits16),programacion_ambito_persona||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_persona,std_id_leg_ent,VARGRAPHIC(24 codeunits16),programacion_ambito_persona||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
programacion_ambito_persona,std_or_hr_period,VARGRAPHIC(24 codeunits16),programacion_ambito_persona||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_empleado_externo_meta4,ccl_id_origen,VARGRAPHIC(24 codeunits16),regla_empleado_externo_meta4||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_empleado_externo_meta4,id_organization,VARGRAPHIC(24 codeunits16),regla_empleado_externo_meta4||id_organization,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_empleado_externo_meta4,std_id_hr_type,VARGRAPHIC(24 codeunits16),regla_empleado_externo_meta4||std_id_hr_type,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_empleado_externo_meta4,std_id_leg_ent,VARGRAPHIC(24 codeunits16),regla_empleado_externo_meta4||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_validacion_excedidos,ccl_id_origen,VARGRAPHIC(24 codeunits16),regla_validacion_excedidos||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_validacion_excedidos,id_tipo_calculo,VARGRAPHIC(12 codeunits16),regla_validacion_excedidos||id_tipo_calculo,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
regla_validacion_excedidos,std_id_leg_ent,VARGRAPHIC(24 codeunits16),regla_validacion_excedidos||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,ccl_id_cadena,VARGRAPHIC(12 codeunits16),simulacion||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),simulacion||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,ccl_id_origen,VARGRAPHIC(24 codeunits16),simulacion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,ccl_id_person,VARGRAPHIC(24 codeunits16),simulacion||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,std_id_hr,VARGRAPHIC(9 codeunits16),simulacion||std_id_hr,varchar(9),VARGRAPHIC(9 codeunits16),varchar(9),vargraphic(9),varchar(9),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,std_id_leg_ent,VARGRAPHIC(24 codeunits16),simulacion||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,std_id_work_locat,VARGRAPHIC(24 codeunits16),simulacion||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion,std_or_hr_period,VARGRAPHIC(24 codeunits16),simulacion||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion_localizacion_banda_excepcion,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),simulacion_localizacion_banda_excepcion||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion_localizacion_banda_excepcion,ccl_id_seccion,VARGRAPHIC(2 codeunits16),simulacion_localizacion_banda_excepcion||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
simulacion_localizacion_banda_excepcion,id_simulacion_localizacion_banda_excepcion,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),simulacion_localizacion_banda_excepcion||id_simulacion_localizacion_banda_excepcion,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea,id_organization,VARGRAPHIC(24 codeunits16),tarea||id_organization,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_cadena,ccl_id_cadena,VARGRAPHIC(24 codeunits16),tarea_agrupacion_cadena||ccl_id_cadena,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_cadena,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_agrupacion_cadena||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_configuracion,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_agrupacion_configuracion||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_configuracion_challenge_tipo_venta,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_agrupacion_configuracion_challenge_tipo_venta||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_agrupacion_presencia,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_agrupacion_presencia||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
